asset alloc,method,timeframe,cost,volatility,return
8695,DCA,1,0.1673426927,1.1961250704,46.7126325819
8695,DCA-rebalance,1,0.1673373528,1.9116225150,47.0187224021
8695,Oneoff,1,0.1673426927,1.1961250704,46.7126325819
8695,oneoff-rebal.,1,0.1673373528,1.9116225150,47.0187224021
8696,DCA,1,0.1705651722,0.9561045651,42.4326174675
8696,DCA-rebalance,1,0.1705616999,1.6541115523,42.6279843464
8696,Oneoff,1,0.1705651722,0.9561045651,42.4326174675
8696,oneoff-rebal.,1,0.1705616999,1.6541115523,42.6279843464
8697,DCA,1,0.1733755503,0.8746040432,38.6965425608
8697,DCA-rebalance,1,0.1733725247,1.5718987305,38.8640752440
8697,Oneoff,1,0.1733755503,0.8746040432,38.6965425608
8697,oneoff-rebal.,1,0.1733725247,1.5718987305,38.8640752440
8698,DCA,1,0.1757103305,0.9196581690,35.5914306976
8698,DCA-rebalance,1,0.1757072413,1.6169642114,35.7602669870
8698,Oneoff,1,0.1757103305,0.9196581690,35.5914306976
8698,oneoff-rebal.,1,0.1757072413,1.6169642114,35.7602669870
8699,DCA,1,0.1775270320,1.0257516504,33.1803090111
8699,DCA-rebalance,1,0.1776556896,1.7131081692,33.0734133502
8699,Oneoff,1,0.1775270320,1.0257516504,33.1803090111
8699,oneoff-rebal.,1,0.1776556896,1.7131081692,33.0734133502
8700,DCA,1,0.1792135268,1.1544313279,30.9370027180
8700,DCA-rebalance,1,0.1792120288,1.8655561058,31.0173122211
8700,Oneoff,1,0.1792135268,1.1544313279,30.9370027180
8700,oneoff-rebal.,1,0.1792120288,1.8655561058,31.0173122211
8701,DCA,1,0.1806645639,1.2848430092,29.0068924879
8701,DCA-rebalance,1,0.1806629064,2.0114199877,29.0950600813
8701,Oneoff,1,0.1806645639,1.2848430092,29.0068924879
8701,oneoff-rebal.,1,0.1806629064,2.0114199877,29.0950600813
8702,DCA,1,0.1936958666,1.0789857844,43.2100381738
8702,DCA-rebalance,1,0.1936893586,1.7834040370,43.5324480956
8702,Oneoff,1,0.1936958666,1.0789857844,43.2100381738
8702,oneoff-rebal.,1,0.1936893586,1.7834040370,43.5324480956
8703,DCA,1,0.1942729177,0.8670750161,39.5618240643
8703,DCA-rebalance,1,0.1942691148,1.5644612646,39.7497348850
8703,Oneoff,1,0.1942729177,0.8670750161,39.5618240643
8703,oneoff-rebal.,1,0.1942691148,1.5644612646,39.7497348850
8704,DCA,1,0.1947902265,0.8015675735,36.2852985718
8704,DCA-rebalance,1,0.1947864051,1.5010729933,36.4736837551
8704,Oneoff,1,0.1947902265,0.8015675735,36.2852985718
8704,oneoff-rebal.,1,0.1947864051,1.5010729933,36.4736837551
8705,DCA,1,0.1952191687,0.8562334999,33.5696798549
8705,DCA-rebalance,1,0.1952158344,1.5538157000,33.7337359394
8705,Oneoff,1,0.1952191687,0.8562334999,33.5696798549
8705,oneoff-rebal.,1,0.1952158344,1.5538157000,33.7337359394
8706,DCA,1,0.1955608384,0.9650780326,31.4091266724
8706,DCA-rebalance,1,0.1955832985,1.6506676952,31.3436357373
8706,Oneoff,1,0.1955608384,0.9650780326,31.4091266724
8706,oneoff-rebal.,1,0.1955832985,1.6506676952,31.3436357373
8707,DCA,1,0.1958780854,1.0947580437,29.3994131472
8707,DCA-rebalance,1,0.1958760274,1.8004659756,29.5003806169
8707,Oneoff,1,0.1958780854,1.0947580437,29.3994131472
8707,oneoff-rebal.,1,0.1958760274,1.8004659756,29.5003806169
8708,DCA,1,0.2164763635,1.0604361870,40.2104851632
8708,DCA-rebalance,1,0.2164694572,1.7635184044,40.5167207146
8708,Oneoff,1,0.2164763635,1.0604361870,40.2104851632
8708,oneoff-rebal.,1,0.2164694572,1.7635184044,40.5167207146
8709,DCA,1,0.2150516571,0.8725679674,37.0221346511
8709,DCA-rebalance,1,0.2150469731,1.5698759989,37.2312761238
8709,Oneoff,1,0.2150516571,0.8725679674,37.0221346511
8709,oneoff-rebal.,1,0.2150469731,1.5698759989,37.2312761238
8710,DCA,1,0.2137772697,0.8133558652,34.1671657267
8710,DCA-rebalance,1,0.2137732106,1.5123051867,34.3495385116
8710,Oneoff,1,0.2137772697,0.8133558652,34.1671657267
8710,oneoff-rebal.,1,0.2137732106,1.5123051867,34.3495385116
8711,DCA,1,0.2126951481,0.8588298575,31.7417684920
8711,DCA-rebalance,1,0.2126910918,1.5563563813,31.9249875964
8711,Oneoff,1,0.2126951481,0.8588298575,31.7417684920
8711,oneoff-rebal.,1,0.2126910918,1.5563563813,31.9249875964
8712,DCA,1,0.2118322032,0.9568171882,29.8110417635
8712,DCA-rebalance,1,0.2117679024,1.6427972526,29.7828128503
8712,Oneoff,1,0.2118322032,0.9568171882,29.8110417635
8712,oneoff-rebal.,1,0.2117679024,1.6427972526,29.7828128503
8713,DCA,1,0.2356968592,1.1095178852,37.7194539672
8713,DCA-rebalance,1,0.2356907210,1.8164192946,37.9694981135
8713,Oneoff,1,0.2356968592,1.1095178852,37.7194539672
8713,oneoff-rebal.,1,0.2356907210,1.8164192946,37.9694981135
8714,DCA,1,0.2327993680,0.9425922457,34.9300518164
8714,DCA-rebalance,1,0.2327960347,1.6402812250,35.0675656652
8714,Oneoff,1,0.2327993680,0.9425922457,34.9300518164
8714,oneoff-rebal.,1,0.2327960347,1.6402812250,35.0675656652
8715,DCA,1,0.2301450647,0.8810036811,32.3693795313
8715,DCA-rebalance,1,0.2301416627,1.5782452064,32.5113845689
8715,Oneoff,1,0.2301450647,0.8810036811,32.3693795313
8715,oneoff-rebal.,1,0.2301416627,1.5782452064,32.5113845689
8716,DCA,1,0.2278881999,0.9100722618,30.1921259770
8716,DCA-rebalance,1,0.2278847604,1.6072993447,30.3371503587
8716,Oneoff,1,0.2278881999,0.9100722618,30.1921259770
8716,oneoff-rebal.,1,0.2278847604,1.6072993447,30.3371503587
8717,DCA,1,0.2533355714,1.1986115534,35.3945614956
8717,DCA-rebalance,1,0.2533292396,1.9144063712,35.6345917528
8717,Oneoff,1,0.2533355714,1.1986115534,35.3945614956
8717,oneoff-rebal.,1,0.2533292396,1.9144063712,35.6345917528
8718,DCA,1,0.2492169466,1.0457305905,32.9191248828
8718,DCA-rebalance,1,0.2492128376,1.7478749977,33.0775047534
8718,Oneoff,1,0.2492169466,1.0457305905,32.9191248828
8718,oneoff-rebal.,1,0.2492128376,1.7478749977,33.0775047534
8719,DCA,1,0.2454381671,0.9792392885,30.6440819073
8719,DCA-rebalance,1,0.2454340534,1.6780070401,30.8051260433
8719,Oneoff,1,0.2454381671,0.9792392885,30.6440819073
8719,oneoff-rebal.,1,0.2454340534,1.6780070401,30.8051260433
8720,DCA,1,0.2689521624,1.3055633810,33.3126526862
8720,DCA-rebalance,1,0.2689449814,2.0349558460,33.5691239832
8720,Oneoff,1,0.2689521624,1.3055633810,33.3126526862
8720,oneoff-rebal.,1,0.2689449814,2.0349558460,33.5691239832
8721,DCA,1,0.2639076409,1.1629161806,31.1197174506
8721,DCA-rebalance,1,0.2639027543,1.8748760784,31.2976189880
8721,Oneoff,1,0.2639076409,1.1629161806,31.1197174506
8721,oneoff-rebal.,1,0.2639027543,1.8748760784,31.2976189880
8722,DCA,1,0.2824929624,1.4174802963,31.5626132726
8722,DCA-rebalance,1,0.2824867402,2.1639908886,31.7742266258
8722,Oneoff,1,0.2824929624,1.4174802963,31.5626132726
8722,oneoff-rebal.,1,0.2824867402,2.1639908886,31.7742266258
8723,DCA,1,0.1309486124,1.5053664095,48.5233030457
8723,DCA-rebalance,1,0.1309429982,2.2669907801,48.9344790640
8723,Oneoff,1,0.1309486124,1.5053664095,48.5233030457
8723,oneoff-rebal.,1,0.1309429982,2.2669907801,48.9344790640
8724,DCA,1,0.1379456405,1.2550956736,43.9446459846
8724,DCA-rebalance,1,0.1379415159,1.9776961717,44.2315366602
8724,Oneoff,1,0.1379456405,1.2550956736,43.9446459846
8724,oneoff-rebal.,1,0.1379415159,1.9776961717,44.2315366602
8725,DCA,1,0.1440142982,1.1428109257,39.9700031379
8725,DCA-rebalance,1,0.1440105712,1.8527502785,40.2184192548
8725,Oneoff,1,0.1440142982,1.1428109257,39.9700031379
8725,oneoff-rebal.,1,0.1440105712,1.8527502785,40.2184192548
8726,DCA,1,0.1490323601,1.1427168937,36.6821255507
8726,DCA-rebalance,1,0.1490285811,1.8526484546,36.9256080978
8726,Oneoff,1,0.1490323601,1.1427168937,36.6821255507
8726,oneoff-rebal.,1,0.1490285811,1.8526484546,36.9256080978
8727,DCA,1,0.1529222093,1.2081806739,34.1385422942
8727,DCA-rebalance,1,0.1531978194,1.9104199497,34.0880898069
8727,Oneoff,1,0.1529222093,1.2081806739,34.1385422942
8727,oneoff-rebal.,1,0.1531978194,1.9104199497,34.0880898069
8728,DCA,1,0.1565217913,1.3029285814,31.7796765812
8728,DCA-rebalance,1,0.1567565329,2.0179948642,31.7605983200
8728,Oneoff,1,0.1565217913,1.3029285814,31.7796765812
8728,oneoff-rebal.,1,0.1567565329,2.0179948642,31.7605983200
8729,DCA,1,0.1596100213,1.4083326397,29.7559083800
8729,DCA-rebalance,1,0.1596076095,2.1533655768,29.9011075667
8729,Oneoff,1,0.1596100213,1.4083326397,29.7559083800
8729,oneoff-rebal.,1,0.1596076095,2.1533655768,29.9011075667
8730,DCA,1,0.1596217391,1.3090915612,45.0028102774
8730,DCA-rebalance,1,0.1596161209,2.0389592553,45.3404882857
8730,Oneoff,1,0.1596217391,1.3090915612,45.0028102774
8730,oneoff-rebal.,1,0.1596161209,2.0389592553,45.3404882857
8731,DCA,1,0.1634268748,1.0914975849,41.0779644097
8731,DCA-rebalance,1,0.1634234882,1.7969187455,41.2768551270
8731,Oneoff,1,0.1634268748,1.0914975849,41.0779644097
8731,oneoff-rebal.,1,0.1634234882,1.7969187455,41.2768551270
8732,DCA,1,0.1668188749,1.0041503742,37.5730787018
8732,DCA-rebalance,1,0.1668154284,1.7039690477,37.7714417382
8732,Oneoff,1,0.1668188749,1.0041503742,37.5730787018
8732,oneoff-rebal.,1,0.1668154284,1.7039690477,37.7714417382
8733,DCA,1,0.1696178033,1.0257485224,34.6822425520
8733,DCA-rebalance,1,0.1696147551,1.7266935847,34.8548439552
8733,Oneoff,1,0.1696178033,1.0257485224,34.6822425520
8733,oneoff-rebal.,1,0.1696147551,1.7266935847,34.8548439552
8734,DCA,1,0.1718384665,1.1050662489,32.3912647793
8734,DCA-rebalance,1,0.1719947183,1.7981027237,32.3229600387
8734,Oneoff,1,0.1718384665,1.1050662489,32.3912647793
8734,oneoff-rebal.,1,0.1719947183,1.7981027237,32.3229600387
8735,DCA,1,0.1738934505,1.2106293158,30.2675385619
8735,DCA-rebalance,1,0.1738915143,1.9278371836,30.3745287972
8735,Oneoff,1,0.1738934505,1.2106293158,30.2675385619
8735,oneoff-rebal.,1,0.1738915143,1.9278371836,30.3745287972
8736,DCA,1,0.1854579739,1.2009687903,41.7878651788
8736,DCA-rebalance,1,0.1854517909,1.9170099526,42.1078262214
8736,Oneoff,1,0.1854579739,1.2009687903,41.7878651788
8736,oneoff-rebal.,1,0.1854517909,1.9170099526,42.1078262214
8737,DCA,1,0.1867501642,1.0082264358,38.3712500321
8737,DCA-rebalance,1,0.1867459046,1.7082373788,38.5902332056
8737,Oneoff,1,0.1867501642,1.0082264358,38.3712500321
8737,oneoff-rebal.,1,0.1867459046,1.7082373788,38.5902332056
8738,DCA,1,0.1879003034,0.9370327422,35.3271320672
8738,DCA-rebalance,1,0.1878965541,1.6345956703,35.5187577621
8738,Oneoff,1,0.1879003034,0.9370327422,35.3271320672
8738,oneoff-rebal.,1,0.1878965541,1.6345956703,35.5187577621
8739,DCA,1,0.1888727152,0.9650769425,32.7522298911
8739,DCA-rebalance,1,0.1888689620,1.6633496668,32.9431202701
8739,Oneoff,1,0.1888727152,0.9650769425,32.7522298911
8739,oneoff-rebal.,1,0.1888689620,1.6633496668,32.9431202701
8740,DCA,1,0.1896454186,1.0473930282,30.7096423943
8740,DCA-rebalance,1,0.1896982677,1.7370137955,30.6791881902
8740,Oneoff,1,0.1896454186,1.0473930282,30.7096423943
8740,oneoff-rebal.,1,0.1896982677,1.7370137955,30.6791881902
8741,DCA,1,0.2079354564,1.1745558321,38.9652937282
8741,DCA-rebalance,1,0.2079282281,1.8876904614,39.2990110980
8741,Oneoff,1,0.2079354564,1.1745558321,38.9652937282
8741,oneoff-rebal.,1,0.2079282281,1.8876904614,39.2990110980
8742,DCA,1,0.2072770459,1.0035773011,36.0106194501
8742,DCA-rebalance,1,0.2072724953,1.7033657120,36.2214425624
8742,Oneoff,1,0.2072770459,1.0035773011,36.0106194501
8742,oneoff-rebal.,1,0.2072724953,1.7033657120,36.2214425624
8743,DCA,1,0.2066761578,0.9373546261,33.3085859941
8743,DCA-rebalance,1,0.2066716529,1.6349194504,33.5179568265
8743,Oneoff,1,0.2066761578,0.9373546261,33.3085859941
8743,oneoff-rebal.,1,0.2066716529,1.6349194504,33.5179568265
8744,DCA,1,0.2061669349,0.9609643789,31.0187468533
8744,DCA-rebalance,1,0.2061624687,1.6591073229,31.2268862845
8744,Oneoff,1,0.2061669349,0.9609643789,31.0187468533
8744,oneoff-rebal.,1,0.2061624687,1.6591073229,31.2268862845
8745,DCA,1,0.2269933700,1.2095093546,36.6555526252
8745,DCA-rebalance,1,0.2269874281,1.9265494101,36.9069112729
8745,Oneoff,1,0.2269933700,1.2095093546,36.6555526252
8745,oneoff-rebal.,1,0.2269874281,1.9265494101,36.9069112729
8746,DCA,1,0.2248576304,1.0531741056,34.0194403787
8746,DCA-rebalance,1,0.2248537252,1.7557999141,34.1862560539
8746,Oneoff,1,0.2248576304,1.0531741056,34.0194403787
8746,oneoff-rebal.,1,0.2248537252,1.7557999141,34.1862560539
8747,DCA,1,0.2229058412,0.9870892077,31.6064226279
8747,DCA-rebalance,1,0.2229019230,1.6861616672,31.7753022879
8747,Oneoff,1,0.2229058412,0.9870892077,31.6064226279
8747,oneoff-rebal.,1,0.2229019230,1.6861616672,31.7753022879
8748,DCA,1,0.2445353002,1.2787258712,34.4479018086
8748,DCA-rebalance,1,0.2445285119,2.0044305049,34.7145244317
8748,Oneoff,1,0.2445353002,1.2787258712,34.4479018086
8748,oneoff-rebal.,1,0.2445285119,2.0044305049,34.7145244317
8749,DCA,1,0.2412012604,1.1343396921,32.1189279243
8749,DCA-rebalance,1,0.2411966036,1.8434887650,32.3044025529
8749,Oneoff,1,0.2412012604,1.1343396921,32.1189279243
8749,oneoff-rebal.,1,0.2411966036,1.8434887650,32.3044025529
8750,DCA,1,0.2601485355,1.3680962892,32.4829771215
8750,DCA-rebalance,1,0.2601409233,2.1067108762,32.7640724713
8750,Oneoff,1,0.2601485355,1.3680962892,32.4829771215
8750,oneoff-rebal.,1,0.2601409233,2.1067108762,32.7640724713
8751,DCA,1,0.1246730739,1.6143507477,46.8003017553
8751,DCA-rebalance,1,0.1246681925,2.3965999578,47.1758717966
8751,Oneoff,1,0.1246730739,1.6143507477,46.8003017553
8751,oneoff-rebal.,1,0.1246681925,2.3965999578,47.1758717966
8752,DCA,1,0.1319728980,1.3803770022,42.5900066813
8752,DCA-rebalance,1,0.1319697458,2.1209180130,42.8192217183
8752,Oneoff,1,0.1319728980,1.3803770022,42.5900066813
8752,oneoff-rebal.,1,0.1319697458,2.1209180130,42.8192217183
8753,DCA,1,0.1384439528,1.2630929781,38.8513869720
8753,DCA-rebalance,1,0.1384406966,1.9867427394,39.0771869972
8753,Oneoff,1,0.1384439528,1.2630929781,38.8513869720
8753,oneoff-rebal.,1,0.1384406966,1.9867427394,39.0771869972
8754,DCA,1,0.1437580817,1.2463837437,35.7824450895
8754,DCA-rebalance,1,0.1437551315,1.9679012508,35.9795222915
8754,Oneoff,1,0.1437580817,1.2463837437,35.7824450895
8754,oneoff-rebal.,1,0.1437551315,1.9679012508,35.9795222915
8755,DCA,1,0.1479580017,1.2904547587,33.3596268369
8755,DCA-rebalance,1,0.1482544850,2.0031429117,33.3031084885
8755,Oneoff,1,0.1479580017,1.2904547587,33.3596268369
8755,oneoff-rebal.,1,0.1482544850,2.0031429117,33.3031084885
8756,DCA,1,0.1518317980,1.3650521670,31.1211929958
8756,DCA-rebalance,1,0.1518297966,2.1032399721,31.2478449507
8756,Oneoff,1,0.1518317980,1.3650521670,31.1211929958
8756,oneoff-rebal.,1,0.1518297966,2.1032399721,31.2478449507
8757,DCA,1,0.1526309445,1.4362282304,43.5634713122
8757,DCA-rebalance,1,0.1526265512,2.1858375789,43.8396641593
8757,Oneoff,1,0.1526309445,1.4362282304,43.5634713122
8757,oneoff-rebal.,1,0.1526265512,2.1858375789,43.8396641593
8758,DCA,1,0.1569695803,1.2316945083,39.8791348389
8758,DCA-rebalance,1,0.1569667004,1.9513960032,40.0552529639
8758,Oneoff,1,0.1569695803,1.2316945083,39.8791348389
8758,oneoff-rebal.,1,0.1569667004,1.9513960032,40.0552529639
8759,DCA,1,0.1608094311,1.1387260013,36.6151827799
8759,DCA-rebalance,1,0.1608068888,1.8482983808,36.7669924385
8759,Oneoff,1,0.1608094311,1.1387260013,36.6151827799
8759,oneoff-rebal.,1,0.1608068888,1.8482983808,36.7669924385
8760,DCA,1,0.1640400040,1.1382693792,33.8679170900
8760,DCA-rebalance,1,0.1640373533,1.8477974451,34.0231261736
8760,Oneoff,1,0.1640400040,1.1382693792,33.8679170900
8760,oneoff-rebal.,1,0.1640373533,1.8477974451,34.0231261736
8761,DCA,1,0.1665967700,1.1944738162,31.6972333824
8761,DCA-rebalance,1,0.1667776587,1.8963157507,31.6231665008
8761,Oneoff,1,0.1665967700,1.1944738162,31.6972333824
8761,oneoff-rebal.,1,0.1667776587,1.8963157507,31.6231665008
8762,DCA,1,0.1780366318,1.3313046567,40.5317860809
8762,DCA-rebalance,1,0.1780311911,2.0643804007,40.8251125174
8762,Oneoff,1,0.1780366318,1.3313046567,40.5317860809
8762,oneoff-rebal.,1,0.1780311911,2.0643804007,40.8251125174
8763,DCA,1,0.1799115697,1.1519131714,37.3580658991
8763,DCA-rebalance,1,0.1799083781,1.8627637900,37.5284019462
8763,Oneoff,1,0.1799115697,1.1519131714,37.3580658991
8763,oneoff-rebal.,1,0.1799083781,1.8627637900,37.5284019462
8764,DCA,1,0.1816141725,1.0722390353,34.4704176085
8764,DCA-rebalance,1,0.1816109151,1.7761934179,34.6426835435
8764,Oneoff,1,0.1816141725,1.0722390353,34.4704176085
8764,oneoff-rebal.,1,0.1816109151,1.7761934179,34.6426835435
8765,DCA,1,0.1830507157,1.0789471361,32.0340116199
8765,DCA-rebalance,1,0.1830474023,1.7833997642,32.2079067442
8765,Oneoff,1,0.1830507157,1.0789471361,32.0340116199
8765,oneoff-rebal.,1,0.1830474023,1.7833997642,32.2079067442
8766,DCA,1,0.2002258496,1.2983076516,37.9073374984
8766,DCA-rebalance,1,0.2002200086,2.0266804790,38.1874191985
8766,Oneoff,1,0.2002258496,1.2983076516,37.9073374984
8766,oneoff-rebal.,1,0.2002200086,2.0266804790,38.1874191985
8767,DCA,1,0.2002075599,1.1361154423,35.1078603158
8767,DCA-rebalance,1,0.2002035732,1.8454302062,35.2991027937
8767,Oneoff,1,0.2002075599,1.1361154423,35.1078603158
8767,oneoff-rebal.,1,0.2002035732,1.8454302062,35.2991027937
8768,DCA,1,0.2001909100,1.0631345542,32.5553378251
8768,DCA-rebalance,1,0.2001869215,1.7664328076,32.7467352521
8768,Oneoff,1,0.2001909100,1.0631345542,32.5553378251
8768,oneoff-rebal.,1,0.2001869215,1.7664328076,32.7467352521
8769,DCA,1,0.2191036395,1.3181222144,35.7077227746
8769,DCA-rebalance,1,0.2190984148,2.0493050092,35.9367245058
8769,Oneoff,1,0.2191036395,1.3181222144,35.7077227746
8769,oneoff-rebal.,1,0.2190984148,2.0493050092,35.9367245058
8770,DCA,1,0.2176366047,1.1692513742,33.2219416058
8770,DCA-rebalance,1,0.2176332367,1.8818750824,33.3705916519
8770,Oneoff,1,0.2176366047,1.1692513742,33.2219416058
8770,oneoff-rebal.,1,0.2176332367,1.8818750824,33.3705916519
8771,DCA,1,0.2365633310,1.3698912884,33.6199244206
8771,DCA-rebalance,1,0.2365572733,2.1087930280,33.8658936794
8771,Oneoff,1,0.2365633310,1.3698912884,33.6199244206
8771,oneoff-rebal.,1,0.2365572733,2.1087930280,33.8658936794
8772,DCA,1,0.1187872122,1.7364944604,45.1404862895
8772,DCA-rebalance,1,0.1187826067,2.5438666205,45.5124500541
8772,Oneoff,1,0.1187872122,1.7364944604,45.1404862895
8772,oneoff-rebal.,1,0.1187826067,2.5438666205,45.5124500541
8773,DCA,1,0.1264110956,1.5123575286,41.2162638015
8773,DCA-rebalance,1,0.1264076652,2.2752907786,41.4767193776
8773,Oneoff,1,0.1264110956,1.5123575286,41.2162638015
8773,oneoff-rebal.,1,0.1264076652,2.2752907786,41.4767193776
8774,DCA,1,0.1331266126,1.3906989239,37.7563503753
8774,DCA-rebalance,1,0.1331234658,2.1328720239,37.9832990408
8774,Oneoff,1,0.1331266126,1.3906989239,37.7563503753
8774,oneoff-rebal.,1,0.1331234658,2.1328720239,37.9832990408
8775,DCA,1,0.1387535156,1.3561372093,34.8560662184
8775,DCA-rebalance,1,0.1387502777,2.0929358282,35.0801828793
8775,Oneoff,1,0.1387535156,1.3561372093,34.8560662184
8775,oneoff-rebal.,1,0.1387502777,2.0929358282,35.0801828793
8776,DCA,1,0.1431919569,1.3807611033,32.5720012038
8776,DCA-rebalance,1,0.1435058431,2.1067380816,32.5522612802
8776,Oneoff,1,0.1431919569,1.3807611033,32.5720012038
8776,oneoff-rebal.,1,0.1435058431,2.1067380816,32.5522612802
8777,DCA,1,0.1460771865,1.5699573263,42.1078295416
8777,DCA-rebalance,1,0.1460725201,2.3436073554,42.4143986499
8777,Oneoff,1,0.1460771865,1.5699573263,42.1078295416
8777,oneoff-rebal.,1,0.1460725201,2.3436073554,42.4143986499
8778,DCA,1,0.1508068598,1.3758325792,38.7086782761
8778,DCA-rebalance,1,0.1508040310,2.1156758342,38.8887562062
8778,Oneoff,1,0.1508068598,1.3758325792,38.7086782761
8778,oneoff-rebal.,1,0.1508040310,2.1156758342,38.8887562062
8779,DCA,1,0.1550808392,1.2743072160,35.6312453690
8779,DCA-rebalance,1,0.1550779129,1.9994445568,35.8124578337
8779,Oneoff,1,0.1550808392,1.2743072160,35.6312453690
8779,oneoff-rebal.,1,0.1550779129,1.9994445568,35.8124578337
8780,DCA,1,0.1586715239,1.2550068231,33.0458114712
8780,DCA-rebalance,1,0.1586685149,1.9776237062,33.2279776220
8780,Oneoff,1,0.1586715239,1.2550068231,33.0458114712
8780,oneoff-rebal.,1,0.1586685149,1.9776237062,33.2279776220
8781,DCA,1,0.1709521586,1.4678292782,39.3078249397
8781,DCA-rebalance,1,0.1709469568,2.2228372703,39.5999279942
8781,Oneoff,1,0.1709521586,1.4678292782,39.3078249397
8781,oneoff-rebal.,1,0.1709469568,2.2228372703,39.5999279942
8782,DCA,1,0.1733652664,1.2949676034,36.3196858582
8782,DCA-rebalance,1,0.1733616559,2.0228996504,36.5196712074
8782,Oneoff,1,0.1733652664,1.2949676034,36.3196858582
8782,oneoff-rebal.,1,0.1733616559,2.0228996504,36.5196712074
8783,DCA,1,0.1755524888,1.2073975638,33.6071252193
8783,DCA-rebalance,1,0.1755488440,1.9242067070,33.8065534961
8783,Oneoff,1,0.1755524888,1.2073975638,33.6071252193
8783,oneoff-rebal.,1,0.1755488440,1.9242067070,33.8065534961
8784,DCA,1,0.1928181656,1.4256216977,36.8250690089
8784,DCA-rebalance,1,0.1928120080,2.1734509540,37.1317108978
8784,Oneoff,1,0.1928181656,1.4256216977,36.8250690089
8784,oneoff-rebal.,1,0.1928120080,2.1734509540,37.1317108978
8785,DCA,1,0.1933811643,1.2695833301,34.1999515574
8785,DCA-rebalance,1,0.1933767638,1.9940852952,34.4185119317
8785,Oneoff,1,0.1933811643,1.2695833301,34.1999515574
8785,oneoff-rebal.,1,0.1933767638,1.9940852952,34.4185119317
8786,DCA,1,0.2114777949,1.4321892358,34.7562765104
8786,DCA-rebalance,1,0.2114721624,2.1811271977,35.0120764555
8786,Oneoff,1,0.2114777949,1.4321892358,34.7562765104
8786,oneoff-rebal.,1,0.2114721624,2.1811271977,35.0120764555
8787,DCA,1,0.1134327068,1.8611299532,43.5824805133
8787,DCA-rebalance,1,0.1134279869,2.6959764048,43.9817487459
8787,Oneoff,1,0.1134327068,1.8611299532,43.5824805133
8787,oneoff-rebal.,1,0.1134279869,2.6959764048,43.9817487459
8788,DCA,1,0.1212081061,1.6458351045,39.9692150957
8788,DCA-rebalance,1,0.1212048177,2.4344046576,40.2296365965
8788,Oneoff,1,0.1212081061,1.6458351045,39.9692150957
8788,oneoff-rebal.,1,0.1212048177,2.4344046576,40.2296365965
8789,DCA,1,0.1282035317,1.5170980141,36.7124980679
8789,DCA-rebalance,1,0.1282001342,2.2808957883,36.9669705103
8789,Oneoff,1,0.1282035317,1.5170980141,36.7124980679
8789,oneoff-rebal.,1,0.1282001342,2.2808957883,36.9669705103
8790,DCA,1,0.1340580899,1.4677152194,33.9869113262
8790,DCA-rebalance,1,0.1340546078,2.2227155060,34.2364017743
8790,Oneoff,1,0.1340580899,1.4677152194,33.9869113262
8790,oneoff-rebal.,1,0.1340546078,2.2227155060,34.2364017743
8791,DCA,1,0.1399811775,1.7051098273,40.7895127210
8791,DCA-rebalance,1,0.1399767163,2.5058631849,41.0954035311
8791,Oneoff,1,0.1399811775,1.7051098273,40.7895127210
8791,oneoff-rebal.,1,0.1399767163,2.5058631849,41.0954035311
8792,DCA,1,0.1450993725,1.5154604378,37.5957814402
8792,DCA-rebalance,1,0.1450961963,2.2789725070,37.8059530249
8792,Oneoff,1,0.1450993725,1.5154604378,37.5957814402
8792,oneoff-rebal.,1,0.1450961963,2.2789725070,37.8059530249
8793,DCA,1,0.1497172639,1.4067021025,34.7100028626
8793,DCA-rebalance,1,0.1497140098,2.1514524106,34.9187499294
8793,Oneoff,1,0.1497172639,1.4067021025,34.7100028626
8793,oneoff-rebal.,1,0.1497140098,2.1514524106,34.9187499294
8794,DCA,1,0.1643865135,1.6017150352,38.1462394081
8794,DCA-rebalance,1,0.1643810523,2.3814981477,38.4651934261
8794,Oneoff,1,0.1643865135,1.6017150352,38.1462394081
8794,oneoff-rebal.,1,0.1643810523,2.3814981477,38.4651934261
8795,DCA,1,0.1672480842,1.4333909569,35.3493733701
8795,DCA-rebalance,1,0.1672441188,2.1825379478,35.5770700864
8795,Oneoff,1,0.1672480842,1.4333909569,35.3493733701
8795,oneoff-rebal.,1,0.1672441188,2.1825379478,35.5770700864
8796,DCA,1,0.1859072900,1.5520377148,35.8153846204
8796,DCA-rebalance,1,0.1859008740,2.3222856682,36.1468106553
8796,Oneoff,1,0.1859072900,1.5520377148,35.8153846204
8796,oneoff-rebal.,1,0.1859008740,2.3222856682,36.1468106553
8797,DCA,1,0.1084323430,1.9869071635,42.1742156318
8797,DCA-rebalance,1,0.1084278920,2.8510811586,42.5681505906
8797,Oneoff,1,0.1084323430,1.9869071635,42.1742156318
8797,oneoff-rebal.,1,0.1084278920,2.8510811586,42.5681505906
8798,DCA,1,0.1164218310,1.7752648343,38.7856694436
8798,DCA-rebalance,1,0.1164183340,2.5910275353,39.0740276029
8798,Oneoff,1,0.1164218310,1.7752648343,38.7856694436
8798,oneoff-rebal.,1,0.1164183340,2.5910275353,39.0740276029
8799,DCA,1,0.1236007853,1.6408814113,35.7365670247
8799,DCA-rebalance,1,0.1235971788,2.4284468713,36.0167775955
8799,Oneoff,1,0.1236007853,1.6408814113,35.7365670247
8799,oneoff-rebal.,1,0.1235971788,2.4284468713,36.0167775955
